kyear,insol_65N_d172,insol_65N_d233,insol_65N_d172_centered,insol_65N_d233_centered
-4843.0,494.86245603164247,321.41152607049133,2.018953070633472,6.345812555672239
-4842.0,489.5900264320565,323.70659492096047,-3.25347652895249,8.640881406141375
-4841.0,484.5574320717977,325.0460142855614,-8.286070889211317,9.980300770742303
-4840.0,480.06945787472057,325.3235757630551,-12.774045086288424,10.257862248235995
-4839.0,476.42299252341047,324.583415478319,-16.420510437598523,9.517701963499917
-4838.0,473.8025782471495,322.9609215538351,-19.04092471385951,7.895208039015984
-4837.0,472.2836960080195,320.6528504883474,-20.559806952989504,5.587136973528288
-4836.0,471.88653055998833,317.9068134031725,-20.956972401020664,2.841099888353426
-4835.0,472.5303233043842,314.967074076081,-20.31317965662481,-0.09863943873807557
-4834.0,474.138716511311,312.0945248312691,-18.70478644969802,-2.9711886835499968
-4833.0,476.5321942625302,309.50565980499965,-16.311308698478797,-5.560053709819442
-4832.0,479.526776937756,307.3942953028949,-13.316726023253011,-7.67141821192422
-4831.0,482.906698767398,305.91867962498674,-9.93680419361101,-9.147033889832358
-4830.0,486.4511379082828,305.1921767201511,-6.392365052726177,-9.873536794667984
-4829.0,489.95315755907,305.2750068300717,-2.890345401938987,-9.79070668474742
-4828.0,493.1928507019758,306.15740502899047,0.34934774096677756,-8.908308485828627
-4827.0,496.02953538744185,307.7752660327118,3.1860324264328597,-7.290447482107311
-4826.0,498.3114664049935,309.97422902019355,5.467963443984502,-5.091484494625547
-4825.0,500.0126529590994,312.56127446587,7.169149998090404,-2.5044390489491093
-4824.0,501.16433840309895,315.29860932844934,8.320835442089958,0.23289581363025036
-4823.0,501.8614317717905,317.9378443668862,9.017928810781484,2.87213085206713
-4822.0,502.245407546154,320.24967209032434,9.401904585145019,5.183958575505244
-4821.0,502.4366572955676,322.04398954446543,9.59315433455862,6.978276029646338
-4820.0,502.61619619851234,323.219095915399,9.772693237503347,8.153382400579915
-4819.0,502.8702468358715,323.73477431259033,10.026743874862518,8.669060797771238
-4818.0,503.28621481310927,323.64100196749393,10.442711852100274,8.57528845267484
-4817.0,503.8704369338776,323.0413964523023,11.026933972868619,7.975682937483214
-4816.0,504.54858466722175,322.07968900853365,11.705081706212752,7.013975493714554
-4815.0,505.2430472429254,320.9386496448508,12.399544281916405,5.87293613003169
-4814.0,505.8301920706865,319.80451876567014,12.986689109677513,4.738805250851044
-4813.0,506.1540253313345,318.8469633622785,13.310522370325486,3.781249847459378
-4812.0,506.0225877941014,318.194066471257,13.179084833092418,3.1283529564378796
-4811.0,505.3156015595398,317.9418854742719,12.472098598530806,2.8761719594527904
-4810.0,503.90167898573657,318.10443940091113,11.058176024727572,3.0387258860920383
-4809.0,501.7288879387782,318.62955964355297,8.885384977769206,3.5638461287338714
-4808.0,498.7961155541282,319.3763856700019,5.952612593119227,4.310672155182829
-4807.0,495.2034008772092,320.14521612681034,2.359897916200225,5.079502611991245
-4806.0,491.1510040625316,320.7016199797237,-1.6924988984773677,5.635906464904622
-4805.0,486.9121915745933,320.8106596977314,-5.9313113864157,5.744946182912315
-4804.0,482.8163591222662,320.2914832480189,-10.027143838742802,5.225769733199797
-4803.0,479.1495099644992,319.02270044573345,-13.693992996509792,3.956986930914354
-4802.0,476.251902528396,317.0147762165544,-16.591600432613006,1.949062701735329
-4801.0,474.3193432940943,314.352861512771,-18.52415966691467,-0.7128520020480664
-4800.0,473.5041290572792,311.2252217624564,-19.33937390372978,-3.840491752362709
-4799.0,473.8738935543364,307.88473931370845,-18.96960940667259,-7.180974201110644
-4798.0,475.3823521962999,304.62085871829333,-17.46115076470909,-10.44485479652576
-4797.0,477.8942467708807,301.7337535718857,-14.949256190128267,-13.331959942933395
-4796.0,481.2053155770103,299.532892221905,-11.638187383998684,-15.532821292914093
-4795.0,485.0441062516836,298.3132487098961,-7.799396709325379,-16.752464804923022
-4794.0,489.063867963314,298.31782166296847,-3.779634997694984,-16.747891851850625
-4793.0,492.8583286403728,299.72010887752106,0.01482567936380974,-15.345604637298038
-4792.0,496.03035437561545,302.58785505448185,3.1868514146064513,-12.477858460337245
-4791.0,498.20027657304513,306.8334318872865,5.356773612036136,-8.232281627532586
-4790.0,499.14965574010057,312.2057450256561,6.306152779091576,-2.859968489163009
-4789.0,498.79567815981386,318.255300822612,5.952175198804866,3.1895873077929195
-4788.0,497.2699391360409,324.3907247886099,4.426436175031881,9.325011273790778
-4787.0,494.9498013831004,329.9799784851626,2.106298422091413,14.914264970343481
-4786.0,492.2837644953513,334.40686465641056,-0.5597384656576878,19.341151141591467
-4785.0,489.7766166750804,337.23179203932864,-3.0668862859286037,22.166078524509544
-4784.0,487.8923801516057,338.2228603647172,-4.951122809403273,23.157146849898083
-4783.0,486.9946932505992,337.38988014356914,-5.848809710409796,22.32416662875005
-4782.0,487.2440650765728,334.89535019388063,-5.599437884436213,19.829636679061537
-4781.0,488.7154406352517,331.0513415178892,-4.128062325757298,15.985628003070133
-4780.0,491.3170087976384,326.2158366583596,-1.5264941633706144,11.150123143540497
-4779.0,494.8871373433883,320.78709827387524,2.0436343823793095,5.72138475905615
-4778.0,499.19917721107447,315.1589343533343,6.355674250065476,0.09322083851520802
-4777.0,503.97691108200496,309.72253814335784,11.133408120995966,-5.343175371461257
-4776.0,508.9377594333554,304.87517262682815,16.094256472346387,-10.190540887990949
-4775.0,513.7573384283982,300.9757824698404,20.913835467389163,-14.089931044978698
-4774.0,518.0928621417522,298.36777680955174,25.249359180743227,-16.697936705267352
-4773.0,521.5179177836403,297.3216700849947,28.67441482263132,-17.744043429824387
-4772.0,523.647333047761,298.0310044462127,30.803830086751987,-17.03470906860639
-4771.0,524.0500718120302,300.53340164265114,31.20656885102119,-14.532311872167952
-4770.0,522.4344793617844,304.698872116345,29.59097640077539,-10.366841398474094
-4769.0,518.6418092267797,310.1744121345231,25.798306265770748,-4.8913013802959995
-4768.0,512.7985115499421,316.39315545865134,19.955008588933083,1.3274419438322411
-4767.0,505.2887800680216,322.6256640598688,12.4452771070126,7.55995054504973
-4766.0,496.7394866321264,328.1045021654284,3.895983671117392,13.03878865060932
-4765.0,487.88115327987657,332.156339943429,-4.962349681132423,17.09062642860988
-4764.0,479.46354632595416,334.3410159844522,-13.379956635054839,19.275302469633118
-4763.0,472.1083740890364,334.5117441381143,-20.73512887197262,19.4460306232952
-4762.0,466.2488478067732,332.78603416617693,-26.594655154235795,17.720320651357838
-4761.0,462.1677936573364,329.50026702418484,-30.67570930367259,14.434553509365742
-4760.0,459.91106306238174,325.0582485319416,-32.93243989862725,9.99253501712252
-4759.0,459.4657028867666,319.91700680078,-33.37780007424237,4.851293285960878
-4758.0,460.6508939710967,314.4759259860061,-32.19260898991229,-0.5897875288130194
-4757.0,463.280877152167,309.10670175723635,-29.56262580884197,-5.9590117575827435
-4756.0,467.09791611428153,304.1141889425038,-25.745586846727463,-10.951524572315293
-4755.0,471.8303684711472,299.76599837061684,-21.013134489861784,-15.299715144202253
-4754.0,477.2366582687616,296.2980669661466,-15.60684469224742,-18.767646548672474
-4753.0,482.9997305516816,293.8932607579494,-9.843772409327414,-21.17245275686969
-4752.0,488.8164897500465,292.69676449421206,-4.02701321096248,-22.368949020607033
-4751.0,494.3953675625115,292.8137486644879,1.5518646015025297,-22.251964850331206
-4750.0,499.4143453180866,294.2768979701581,6.570842357077595,-20.78881554466102
-4749.0,503.58723014944167,297.0483688085338,10.743727188432672,-18.017344706285314
-4748.0,506.7085277046213,301.014201147244,13.86502474361231,-14.051512367575071
-4747.0,508.5918501455332,305.9599044351632,15.74834718452422,-9.105809079655899
-4746.0,509.2195126236432,311.5990888922235,16.376009662634203,-3.466624622595589
-4745.0,508.6503770328593,317.57539221240984,15.806874071850302,2.5096786975907435
-4744.0,507.0455122597237,323.486606658372,14.2020092987147,8.420893143552917
-4743.0,504.673598420937,328.95096120651465,11.830095459928032,13.885247691695554
-4742.0,501.7953702631578,333.59993386923753,8.951867302148798,18.534220354418437
-4741.0,498.7626355139228,337.15587937314865,5.919132552913823,22.090165858329556
-4740.0,495.8373259823808,339.4255735089824,2.9938230213717816,24.359859994163287
-4739.0,493.2783504203697,340.3249587069058,0.4348474593606966,25.259245192086723
-4738.0,491.2755823399658,339.8582737951325,-1.5679206210431857,24.79256028031341
-4737.0,489.97667121668593,338.1197050286993,-2.866831744323065,23.05399151388019
-4736.0,489.4555956190168,335.2552878276797,-3.387907341992218,20.1895743128606
-4735.0,489.72467688722713,331.4522125689218,-3.118826073781861,16.386499054102728
-4734.0,490.76186121896137,326.92795714058224,-2.0816417420476228,11.862243625763142
-4733.0,492.5039287934764,321.91397542694654,-0.3395741675325894,6.848261912127441
-4732.0,494.85258617759854,316.6480676275065,2.009083216589545,1.582354112687426
-4731.0,497.69508405076,311.39176916402823,4.851581089750994,-3.673944350790862
-4730.0,500.89778454320015,306.4032629967434,8.054281582191152,-8.662450518075673
-4729.0,504.27608411368345,301.9474609941552,11.432581152674459,-13.118252520663873
-4728.0,507.6644580022622,298.30586882143524,14.820955041253228,-16.759844693383855
-4727.0,510.7961239935062,295.7386801307814,17.952621032497234,-19.32703338403769
-4726.0,513.4045936524216,294.49725644410324,20.561090691412574,-20.56845707071585
-4725.0,515.1369407199982,294.778432314222,22.29343775898917,-20.28728120059708
-4724.0,515.6665210326335,296.7083633251278,22.82301807162446,-18.357350189691317
-4723.0,514.6473700615136,300.2829424107869,21.80386710050459,-14.782771104032179
-4722.0,511.8359254279009,305.34047049881605,18.992422466891924,-9.725243016003049
-4721.0,507.14344013151873,311.4970836731339,14.299937170509736,-3.5686298416852082
-4720.0,500.7428423734141,318.19599794157693,7.899339412405084,3.1302844267578394
-4719.0,493.0200206102761,324.7186738430853,0.17651764926711166,9.652960328266204
-4718.0,484.5973742770828,330.302910972952,-8.246128683926202,15.237197458132925
-4717.0,476.1918269932351,334.31156249399413,-16.651675967773883,19.245848979175037
-4716.0,468.494588472787,336.3147127879297,-24.34891448822202,21.2489992731106
-4715.0,462.1483862916392,336.19933646995304,-30.69511666936978,21.133622955133944
-4714.0,457.551617878753,334.09423170806025,-35.29188508225599,19.028518193241155
-4713.0,454.96886541760665,330.33357074982524,-37.87463754340234,15.267857235006147
-4712.0,454.4874028667783,325.3393272357053,-38.35610009423067,10.273613720886203
-4711.0,456.0203512267626,319.53095428586124,-36.82315173424638,4.465240771042147
-4710.0,459.4340125842792,313.32562151698085,-33.40949037672982,-1.740091997838249
-4709.0,464.4952235188129,307.07645695767417,-28.348279442196088,-7.989256557144927
-4708.0,470.9239183152968,301.1080414386158,-21.919584645712177,-13.957672076203266
-4707.0,478.468971530946,295.7501040465363,-14.374531430062973,-19.315609468282787
-4706.0,486.77778434886727,291.30087640331465,-6.065718612141723,-23.76483711150445
-4705.0,495.5109323448206,288.07773449269735,2.6674293838116228,-26.98797902212175
-4704.0,504.2497928455444,286.3725490792003,11.406289884535397,-28.69316443561877
-4703.0,512.5285377341853,286.47150256048684,19.685034773176312,-28.594210954332254
-4702.0,519.7822042734565,288.5856121815391,26.938701312447506,-26.480101333280004
-4701.0,525.4066924472219,292.8285900785212,32.56318948621288,-22.237123436297907
-4700.0,528.8485708645433,299.1528342464234,36.00506790353427,-15.91287926839567
-4699.0,529.7131193683738,307.2987913141201,36.86961640736479,-7.766922200699014
-4698.0,527.8369775988494,316.73647832439303,34.99347463784045,1.6707648095739387
-4697.0,523.3785418970178,326.6854218895885,30.535038936008846,11.619708374769402
-4696.0,516.8434910384462,336.2075092471146,23.99998807743725,21.14179573229552
-4695.0,508.9641979484612,344.3204366249686,16.120694987452225,29.254723110149484
-4694.0,500.5855834034177,350.21015241369946,7.742080442408678,35.14443889888037
-4693.0,492.5184690556616,353.3753257667313,-0.3250339053473681,38.3096122519122
-4692.0,485.4139731312503,353.66268872501286,-7.429529829758678,38.59697521019376
-4691.0,479.7602493915827,351.26417261923064,-13.08325356942629,36.19845910441154
-4690.0,475.79208772990097,346.57424865035114,-17.051415231108024,31.508535135532043
-4689.0,473.5678165532444,340.0848873820771,-19.275686407764567,25.01917386725802
-4688.0,473.0800531359889,332.3478688233934,-19.763449825020075,17.282155308574318
-4687.0,474.1299984087341,323.8341608916544,-18.713504552274912,8.768447376835297
-4686.0,476.56738569576936,315.0078930712904,-16.276117265239634,-0.05782044352866933
-4685.0,480.1491475836156,306.2876550378803,-12.694355377393379,-8.778058476938781
-4684.0,484.69566007923066,298.0899453528931,-8.147842881778331,-16.975768161926
-4683.0,489.96739045559406,290.81732726205536,-2.8761125054149375,-24.248386252763737
-4682.0,495.7150807693623,284.8830960541581,2.8715778083533223,-30.182617460660992
-4681.0,501.6621039675512,280.7286360713463,8.818601006542224,-34.33707744347282
-4680.0,507.3234094434941,278.75123681989174,14.479906482485092,-36.31447669492735
-4679.0,512.1725401253789,279.33096296939044,19.32903716436988,-35.73475054542865
-4678.0,515.4814551698332,282.7197666939561,22.63795220882423,-32.34594682086299
-4677.0,516.5295335908133,288.97944080226586,23.68603062980435,-26.08627271255324
-4676.0,514.7405394051676,297.8520632525686,21.89703644415863,-17.213650262250496
-4675.0,509.88237051932265,308.6513632767507,17.038867558313655,-6.41435023806838
-4674.0,502.2933581591571,320.2750842872056,9.4498551981481,5.209370772386478
-4673.0,492.80141859541817,331.3281532693394,-0.04208436559082429,16.2624397545203
-4672.0,482.5628731894647,340.3960687358187,-10.280629771544284,25.330355220999593
-4671.0,472.8573592695233,346.4528617265722,-19.986143691485722,31.38714821175313
-4670.0,464.71301859567785,349.03162258762484,-28.130484365331142,33.965909072805744
-4669.0,458.8765321624871,348.28465079560874,-33.96697079852191,33.218937280789646
-4668.0,455.70347128210335,344.7453097180608,-37.14003167890564,29.679596203241715
-4667.0,455.2387384171952,339.11103487464584,-37.604764543813815,24.045321359826744
-4666.0,457.3426461662903,332.06680124603133,-35.500856794718686,17.001087731212237
-4665.0,461.67026439782666,324.19708496144625,-31.173238563182338,9.131371446627156
-4664.0,467.856683813248,315.9883849946672,-24.98681914776097,0.9226714798480771
-4663.0,475.500422417764,307.8577089537945,-17.34308054324498,-7.208004561024609
-4662.0,484.1707550943906,300.1860202201004,-8.672747866618408,-14.87969329471872
-4661.0,493.5434313589161,293.3659610389526,0.6999283979071151,-21.69975247586649
-4660.0,503.20687958165297,287.78985961565826,10.363376620643976,-27.275853899160836
-4659.0,512.7461315210298,283.85334748025747,19.902628560020844,-31.212366034561626
-4658.0,521.6876405918456,281.9489942293081,28.8441376308366,-33.11671928551101
-4657.0,529.3914624758431,282.3943718761175,36.54795951483413,-32.67134163870162
-4656.0,535.1953233313177,285.41767513827887,42.3518203703087,-29.648038376540228
-4655.0,538.3657776484135,291.0485544093752,45.52227468740455,-24.01715910544391
-4654.0,538.3790041119466,299.0774915960756,45.53550115093765,-15.988221918743477
-4653.0,534.9430418300693,308.92468640196097,42.099538869060325,-6.141027112858126
-4652.0,528.3137681546626,319.71456981167387,35.47026519365363,4.648856296854774
-4651.0,519.1000577630726,330.289788558206,26.256554802063647,15.224075043386904
-4650.0,508.3004379653362,339.439678756697,15.456935004327192,24.373965241877897
-4649.0,497.0443833145664,346.1707403526745,4.200880353557409,31.105026837855405
-4648.0,486.3224038049682,349.8914742235358,-6.521099156040805,34.8257607087167
-4647.0,476.9645608033017,350.4936064085069,-15.878942157707286,35.42789289368778
-4646.0,469.4553909925434,348.25908368026376,-23.38811196846558,33.19337016544466
